geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
46810,-12.08936871,-41.10420141,utinga,BA
46810,-12.08036603,-41.09471565,utinga,BA
46860,-12.76842994,-40.22196578,iaÃ§u,BA
46880,-12.51683779,-40.30374424,itaberaba,BA
46850,-12.66337029,-40.60785723,boa vista do tupim,BA
46860,-12.7687921,-40.21203273,iacu,BA
46880,-12.53086738,-40.30832948,itaberaba,BA
46880,-12.52554708,-40.31021022,itaberaba,BA
46830,-12.80595289,-41.33369788,andarai,BA
46880,-12.51286682,-40.31043904,itaberaba,BA
46805,-12.13714605,-40.35834013,macajuba,BA
46875,-12.70812094,-39.69887529,itatim,BA
46835,-12.82263648,-41.06826153,nova redenÃ§Ã£o,BA
46810,-12.07554085,-41.09139103,utinga,BA
46860,-12.76815316,-40.22366327,iacu,BA
46880,-12.53997257,-40.29604778,itaberaba,BA
46880,-12.52234013,-40.30826821,itaberaba,BA
46880,-12.52411795,-40.30416157,itaberaba,BA
46880,-12.52814205,-40.299431,itaberaba,BA
46800,-12.28429697,-40.49383172,ruy barbosa,BA
46880,-12.53620734,-40.30556228,itaberaba,BA
46820,-11.9681643,-41.26714129,bonito,BA
46880,-12.52027844,-40.30786002,itaberaba,BA
46835,-12.8159841,-41.07183853,nova redencao,BA
46880,-12.532056,-40.30489508,itaberaba,BA
46860,-12.76671675,-40.21015623,iacu,BA
46880,-12.53211148,-40.29739902,itaberaba,BA
46810,-12.07511548,-41.092839,utinga,BA
46800,-12.28619651,-40.50040414,ruy barbosa,BA
46875,-12.7040131,-39.70077961,itatim,BA
46810,-12.07761722,-41.09266365,utinga,BA
46800,-12.28426046,-40.49190946,ruy barbosa,BA
46805,-12.13859748,-40.25445193,macajuba,BA
46860,-12.76815316,-40.22366327,iacu,BA
46830,-12.80008425,-41.32774455,andaraÃ­,BA
46835,-12.81915066,-41.06969778,nova redencao,BA
46830,-12.89636,-41.31849,andarai,BA
46880,-12.52467815,-40.29267895,itaberaba,BA
46875,-12.70457046,-39.69434053,itatim,BA
46820,-11.96898137,-41.26807765,bonito,BA
46875,-12.71063261,-39.69682797,itatim,BA
46830,-12.80280672,-41.33272817,andarai,BA
46825,-12.35483895,-40.90398557,lajedinho,BA
46880,-12.52776292,-40.30315226,itaberaba,BA
46880,-12.52587231,-40.31313979,itaberaba,BA
46835,-12.81519412,-41.07173721,nova redencao,BA
46840,-12.65068702,-40.9343094,ibiquera,BA
46835,-12.8187765,-41.0689575,nova redencao,BA
46880,-12.52886226,-40.31047199,itaberaba,BA
46800,-12.28487952,-40.49603414,ruy barbosa,BA
46800,-12.28988437,-40.49515768,ruy barbosa,BA
46830,-12.59264533,-41.01137672,andarai,BA
46880,-12.52411795,-40.30416157,itaberaba,BA
46805,-12.14105762,-40.36302297,macajuba,BA
46850,-12.65701155,-40.6078088,boa vista do tupim,BA
46880,-12.52877675,-40.30755647,itaberaba,BA
46875,-12.71164287,-39.69849323,itatim,BA
46810,-12.07892389,-41.09463689,utinga,BA
46880,-12.5189898,-40.28191501,itaberaba,BA
